title,key
Simplify sigil directory structure - get rid of redundant information from directory names,FELIX-1357
Piping output from multiple statements on single line should behave similar to how Unix shells handle redirection.,FELIX-1356
Provide common mechanism to configure repositories between server side build and eclipse integration,FELIX-1355
Project editor title does not update if bundle symbolic name is updated,FELIX-1354
Base jvm added to eclipse classpath on OSGi Bundle-Environment header,FELIX-1353
Copy pasting a fully qualified path into dependency dialog does not enable ok button (have to delete char and readd),FELIX-1352
sigil.properties does not allow the specification of singleton bundles,FELIX-1351
Allow sigil to be used just to create jars - i.e. like bndwrap - does not need ivy resolution just generate the jar from already built classes,FELIX-1350
Importing projects into workspace should trigger a reset of the project classpath,FELIX-1349
Support for undo in sigil project editor,FELIX-1348
Bld generates imports for packages that would normally be satisfied by bundle fragment host,FELIX-1347
Automatically add imports/exports if refactoring to split a package from on bundle into a separate bundle,FELIX-1346
Bundle synchronization (i.e. download) should prompt a RepositoryChangeEvent to update sigil search,FELIX-1345
Failed to revert to non-sigil project,FELIX-1344
"Dependency transitive=""true""|""false"" must be configurable",FELIX-1343
Injected Ivy dependency configurations must be configurable,FELIX-1342
Adding packages to a project should optionally automatically add exports to bundle,FELIX-1341
Support source code linking to IDE in OBR repositories,FELIX-1340
Create query tools to inspect a bundle in a repository and find which bundles may import or require it,FELIX-1339
Provide mechanism to import sigil projects that do not have corresponding eclipse .project and .classpath entries - i.e. those created on command line outside of eclipse,FELIX-1338
sigil.properties file is structurally different if saved from ui,FELIX-1337
Provide icons to represent OSGi elements in IDE,FELIX-1336
Provide support for .qualifier style extensions for bundle versions to ensure unique builds,FELIX-1335
Adding jars to bundle classpath should offer jars that are not already on the project classpath,FELIX-1334
Port documentation from http://sigil.codecauldron.org to felix confluence,FELIX-1333
Sigil new Project wizard should be smarter when importing existing sources,FELIX-1332
Support for junit testing in IDE integration,FELIX-1331
Sigil eclipse integration needs to handle multi bundle projects,FELIX-1330
Import quick fix processor does not import related API classes for abstract methods,FELIX-1329
Import quick fix processor does not propose fixes when missing class is a parent of current class,FELIX-1328
Refactor package names in plugin and plugin extensions to org.apache.felix namespace,FELIX-1327
Refactor package names in code to org.apache.felix.sigil,FELIX-1326
gogo doesn't report a command not found error unless an argument is supplied,FELIX-1325
Add support for runtime debug/launch of felix via eclipse,FELIX-1324
Use sigil to build sigil,FELIX-1323
Tidy up tabs vs spaces in sigil source files,FELIX-1322
Authentication failed connecting via ssh on Windows,FELIX-1320
Issue in the metadata overiding analysis in iPOJO annotations,FELIX-1319
Case mismatch problem of iPOJO custom handler name ,FELIX-1318
Added support for Bundle.START_ACTIVATION_POLICY  on start,FELIX-1317
Karaf console is garbled on Windows,FELIX-1315
Restructure SCR implementation package,FELIX-1314
Declarative Services bundle should not export Configuration Admin package,FELIX-1313
Switch from gshell to gogo,FELIX-1312
Felix shutdown may lead to dead lock,FELIX-1311
BundleCache may fail to initialize,FELIX-1310
Bundle-RequiredExecutionEnvironment Support,FELIX-1308
Log situation in DeploymentAdmin impl very unclear,FELIX-1307
getDataFile handling in DeploymentSessionImpl sometimes does not work,FELIX-1306
DPs with Bundles having parametrized SymbolicNames throw Exception,FELIX-1305
Better support for variables evaluation in arguments,FELIX-1304
Manipulator never ignore annotations,FELIX-1302
Limit FileInstall configuration information to one line in the output,FELIX-1301
Remove legacy bundle cache support when extracting embedded JAR files,FELIX-1300
@Property annotation processing broken when options used,FELIX-1299
Implement support for new org.osgi.framework.library.extensions configuration property,FELIX-1298
Implement support for new org.osgi.framework.command.execpermission configuration property,FELIX-1297
@Property annotation processing broken when options used,FELIX-1296
ServiceRegistry increments/decrements service use count after/before getService/ungetService() is called on ServiceFactory,FELIX-1295
Reference annotation contains private checked attribute,FELIX-1294
StringMap used for case insensitive properties does not respect ordering if case sensitivity is changed,FELIX-1293
PackageAdmin.getBundle(Class) should return null if the bundle associated with the passed in class is from another framework,FELIX-1292
Implement support for proper return type from Framework.waitForStop(),FELIX-1291
Missing dependencies silently ignored,FELIX-1290
Support for FrameworkUtil.getBundle(),FELIX-1289
System bundle context should be null after stopping the framework,FELIX-1288
"System bundle operations from RFC-132 (e.g., init(), start(), stop(), waitForStop()) are using wrong lock object",FELIX-1287
Module class loader should use secure action instead of a privileged block,FELIX-1286
SecureAction captures the calling context incorrectly,FELIX-1285
Support for the 'modified' operation (DS in OSGi 4.2 compendium),FELIX-1284
Order page titles in top navigation ignoring case,FELIX-1283
"Cleanup bundle: do not export SCR API, only embedd header parser",FELIX-1282
Provide official constants of web console request attributes,FELIX-1281
Package Admin - getExportedPackages must return null instead of an empty array,FELIX-1280
Framework.waitForStop() does not obey timeout,FELIX-1279
DM/ AutoConfig is active event if setCallbacks method has been invoked,FELIX-1278
Fix Service Hooks Tests failures in RFC 126 TCK,FELIX-1277
There is no way to get all the Feature information from the FeaturesService,FELIX-1276
"On the Bundles page, when bundle details are displayed inline, the links to imported and importing bundles are invalid.",FELIX-1275
Spring deployer fails when bean class is from java.* packages,FELIX-1274
Bundle.getResources() should return null for a non-existent resource,FELIX-1273
Need to special case getResource()/getResources()/loadClass() for fragment bundles,FELIX-1272
Improve manifest localization to handle special cases,FELIX-1271
Displaying the bundle detail view resolves a bundle,FELIX-1270
MalformedURLException for bundle locations installed by FileInstall,FELIX-1269
[gogo] Reformat code for felix convention compliant,FELIX-1268
Rename gogo package from aQute.* to org.apache.felix.gogo.*,FELIX-1267
[gogo] Provide a maven build for gogo,FELIX-1266
The command refreshUrl does not work if the features.xml file is embedded in a Jar. The JVM caches jar entries,FELIX-1265
Felix Preferences project name typo,FELIX-1264
Documentation fixes for http://felix.apache.org/site/61-extending-the-console.html,FELIX-1263
[regression] shared archive resources cannot be found,FELIX-1262
Install/Uninstall Karaf Features from Felix WebConsole,FELIX-1261
Make Bundle.findEntries() and Bundle.getEntryPaths() more thread safe,FELIX-1260
OSGi spec requires that approximate comparison of Strings at least ignore whitespace and case,FELIX-1259
LDAP evaluation of an array of shorts is incorrect,FELIX-1258
LDAP evaluator throws an exception when creating objects with inaccessible constructors,FELIX-1257
LDAP parser fails if filter string has trailing whitespace,FELIX-1256
FilterImpl will throw an exception if a null dictionary or service reference is used for matching,FELIX-1255
Bundle#findEntries does not return resources from fragments,FELIX-1254
Cursor is blocked when the correct syntax is not displaed,FELIX-1253
"NullPointerException in ""scr list"" command",FELIX-1252
Looping NullPointerException if the polled directory is removed after File Install registration,FELIX-1251
Support service exceptions for service factories,FELIX-1250
Bundle.findEntries() should search fragments as well as the bundle itself,FELIX-1249
BundleEvent.UNRESOLVED should be fired during update/uninstall not refresh,FELIX-1247
PackageAdmin.getBundle() is not implemented efficiently,FELIX-1246
Maven metadata for the SCR Plugin is wrong,FELIX-1245
Add support for ServiceEvent.MODIFIED_ENDMATCH,FELIX-1244
Change the default port for the OSGI HTTP Service from 8080 to 8181,FELIX-1243
Annotation detection does not work when class contains only field-level annotations,FELIX-1242
"Log ""Bundle Started"" ",FELIX-1241
BundlePlugin fails in combination with apt-plugin,FELIX-1240
AbstractComponentManager.getServiceReference need not be synchronized,FELIX-1239
"NPE when invoking ""scr list"" with no components registered",FELIX-1238
STOPPING & STOPPED events not fired when activator throws exception,FELIX-1237
Jetty HTTP service is exporting the incorrect version of the service package,FELIX-1236
NullPointerException due to misconfigured watched dir,FELIX-1235
Configuration Plugins should be called for all configuration instances of factory targets,FELIX-1234
"Bundle class loader should delegate using Class.forName(String, boolean, ClassLoader) to support array types",FELIX-1233
Do not use private configuration properties as service properties,FELIX-1232
