title,key
Configurations of delayed components are not deactivated if not used any more,FELIX-1825
Cirular References are not currently explicitly checked and detected,FELIX-1824
Drop support for Framework API 1.3 (R4.0),FELIX-1823
"Creating an ""Embedding Felix Framework within a Java application"" tutorial which would go into the Documentation->Getting Started->OSGi tutorial section",FELIX-1822
Unstable logging when restarting bundle,FELIX-1821
Fragment-Host version not converted,FELIX-1820
Problem with dependencies resolution,FELIX-1819
"Ctrl-C kills the karaf-client, but it should be sent to the server",FELIX-1818
Backspace does not work anymore when connecting from the karaf-client,FELIX-1817
deadlock on SystemBundle.stop(),FELIX-1816
Introduce 'shell:logout' command to close the current shell,FELIX-1815
Create new path object that understands BND syntax,FELIX-1814
[sigil] UI incorrectly saves sigil.properties containing renamed resources,FELIX-1813
deadlock on System.exit(),FELIX-1812
fileinstall should depend on the official osgi artifacts,FELIX-1811
Improvements to Main startup class,FELIX-1810
OBR issue when using parameters with exported packages,FELIX-1809
Support unbinding configurations through the Web Console,FELIX-1808
"""Hide local links"" does not also hide link labels",FELIX-1807
"""Show local links"" in bundle dependency does not trigger a repaint of zest frame ",FELIX-1806
Upgrade equinox to 3.5.1,FELIX-1805
Consider adding an Interceptor API,FELIX-1804
Unable to edit or backspace on multiline commands,FELIX-1803
Grep command line prefix (-n) not working properly,FELIX-1802
Case insensitive grep outputs all uppercase in match results,FELIX-1801
Bound configurations for which there exists no bundle cannot be edited,FELIX-1800
Hot-deployment does not work on admin:create'd instances,FELIX-1799
Unable to extend the console shell in current snapshot,FELIX-1798
Customizable Framework startup message,FELIX-1797
Add cometd/bayeux support to HTTP Service,FELIX-1796
Bundle version ignored in Fragment-Host header,FELIX-1795
Failure to resolve sigil.properties file if sigil-repo.properties is in flat hierarchy,FELIX-1794
ensure launch karaf java process from KARAF_BASE folder,FELIX-1793
Felix OBR seems to just randomly choose one of the satisifed bundles if more than one bundle meets the requirement,FELIX-1792
Update to the karaf web demo readme.,FELIX-1791
fileinstal tmp dir needs to be different for each watched directory,FELIX-1790
FileInstall is too verbose,FELIX-1789
Set felix.fileinstall.tmpdir to ${java.io.tmpdir} by default,FELIX-1788
REGRESSION: FileInstall relies on location to be a valid URL for update to be successful,FELIX-1787
The features deployment listener tacks installed bundles and force their resolution,FELIX-1786
install one feature failed in org.apache.felix.karaf.features.cfg featuresBoot list shouldn't block install other features in this list,FELIX-1784
"Eliminate contention on ServiceRegistry.getServiceReferences(String, Filter)",FELIX-1783
"Errors during start-up on gnu/classpath based VMs (jamvm, kaffe, cacao) and mika",FELIX-1782
Try to reduce object allocations/usage in resolver algorithm,FELIX-1781
The port for the jmx server needs to be configured at two locations,FELIX-1779
instances/myinst/bin/karaf.bat leaks environment variables to shell,FELIX-1778
Hitting backspace beyond last character causes LOUD BEEP,FELIX-1777
FileInstall starts already installed bundles twice,FELIX-1776
"fileinstall release archives contains an empty ""load"" folder which should be removed",FELIX-1775
"CLONE -SCR Annotations - Support ""Add"" Operator in annotation values",FELIX-1774
Upgrade to felix framework 2.0.1,FELIX-1772
Feature deployer is broken on windows,FELIX-1771
Karaf binary tarball is corrupt,FELIX-1769
should catch exception for FeaturesServiceImpl.internalAddRepository per uri,FELIX-1768
Refactor and enable AdminServiceMBean,FELIX-1766
"Add framework, org.osgi and gogo bundles to felix obr index",FELIX-1765
Add support for pluggable access control,FELIX-1764
Upgrade to latest pax-url,FELIX-1763
Upgrade to pax-web 0.7.1,FELIX-1762
Include felix as a platform for the karaf integration tests,FELIX-1761
Upgrade to latest webconsole,FELIX-1759
bundle.location not updated when new version of a bundle is 'jcr'-installed,FELIX-1758
Completer for session scopes,FELIX-1757
Allow fileinstall to override (i.e. update) bundles that have not been deployed by fiileinstall initially,FELIX-1756
"Provide a script file that would be loaded when starting a new shell (to create closures, etc...)",FELIX-1755
Usage of BundleContext.getServiceReferences results in failure to activate components,FELIX-1754
The start level should check that the bundle still exists before starting it to avoid an ugly exception,FELIX-1753
[Karaf] Extend DefaultJDBCLock to support MySQL out of the box.,FELIX-1752
[karaf] admin:start silently fails to launch new instance,FELIX-1751
fileinstall does not work on jdk 1.4,FELIX-1750
Improve log:set command - add auto-completion for log levels and support lower case level,FELIX-1749
Make the command history persistent across restarts,FELIX-1748
Use Remote Resources Plugin to generate the legal files,FELIX-1747
"Eliminate contention on ServiceRegistry.getServiceReferences(String, Filter)",FELIX-1746
Unable to alter/unset a log level after it has been set from the console,FELIX-1745
Add a -C/--context option to shell:grep,FELIX-1744
Commit karaf-manual in Karaf trunk,FELIX-1743
Inject component type managed service pid as a property value,FELIX-1742
Allows the configuration handler description to retrieve the managed service PID,FELIX-1741
Bundles sourced from OBR are not set up with internal bundle classpath,FELIX-1740
Bundles containing internal bundle-classpath resources (i.e. libs and directories) are not correctly set up on classpath,FELIX-1739
-defaults assumes path is relative,FELIX-1738
Upgrade to fileinstall 2.0.4,FELIX-1737
"After a restart, fileinstall does not always properly uninstall bundles",FELIX-1736
Use system property to provide bundle jar file to integration tests,FELIX-1735
The _donotcopy is ignored,FELIX-1734
Disposed components are not removed from the component registry,FELIX-1733
Prevent repeated unneeded component reactivation,FELIX-1732
Native library extraction could be improved to help cases where there are dependencies among libraries,FELIX-1731
"When displaying help for commands, arguments are not ordered correctly",FELIX-1730
The if / each commands are not available in the console,FELIX-1729
Karaf itest fail on IBM JDK due to Pax Exam annotations not found,FELIX-1728
Properties with leading dots not allowed,FELIX-1727
SCR Annotations - Enhance error messages in case of missing project dependencies,FELIX-1726
"SCR Annotations - Support ""Add"" Operator in annotation values",FELIX-1725
Various module metadata should be cached,FELIX-1724
[Karaf] Slave instances on same host as Master instance does not properly lock.,FELIX-1723
gogo AbstractCommand should let the possibility to release the used Action,FELIX-1722
Framework boot delegation has a bug due to extraneous code,FELIX-1721
fileinstall thread goes into monitor state,FELIX-1719
karaf shell config:update command should persist / override configurations from the etc/ folder,FELIX-1718
osgi:list column for spring is sometimes filled and sometimes not,FELIX-1717
Fileinstall does not recognize changes in lastmodification date of an uninstalled bundle inside deploy folder,FELIX-1716
osgi:update on xml deployments will cause ZIPExceptions,FELIX-1715
typo in scr command,FELIX-1714
"getPathInfo wrongly returns path containing semicolon-separated attributes like "";jsessionid""",FELIX-1713
CLONE -Support for port as service properties,FELIX-1712
Remove OSGi library source from SVN and depend on official R4.2 libraries,FELIX-1711
Resolver still does not discard all partial results when a cyclical dependency fails,FELIX-1710
Improve error reporting,FELIX-1708
Add OSGi framework information to InfoAction,FELIX-1707
Highlight grep matches,FELIX-1706
[Karaf] Hot undeploy does not work after a Karaf restart,FELIX-1705
Support for port as service properties,FELIX-1704
SCR Plugin not always recognizes correctly to switch into DS 1.1 descriptor mode,FELIX-1703
Create Maven project to build PDF and HTML starting from the Confluence page,FELIX-1702
Aggregate all the Karaf related pages in one single Confluence page using the include macro,FELIX-1701
Create quality PDF manual for Karaf,FELIX-1700
The 'version' shell command is framework specific,FELIX-1699
typo in framework discovery in URLHandlersBundleURLConnection,FELIX-1698
Sigil variable substitution at ant properties level does not work when loaded via ivysettings,FELIX-1697
Create hello world sigil project ,FELIX-1696
Ivy documentation refers to codecauldron entities vs apache entities,FELIX-1695
[karaf][shell] Do not print stack traces on exceptions,FELIX-1694
"[karaf][shell] Make ""system bundles"" start level configurable via properties",FELIX-1693
Refactoring workspace project name should prompt bundle context classpath container to rebuild,FELIX-1692
Add support for coloured console output for sigil build console to aid debug,FELIX-1691
Use sigil build console to report errors vs throwing exception from builder,FELIX-1690
"When deploying a feature, we need to refresh some bundles to cope with newly resolved optional dependencies",FELIX-1689
Bring back support for alias / links,FELIX-1688
Add missing export proposed for binary jar - should only propose for workspace projects,FELIX-1687
Missing activate or deativate methods show up as Error in LogService,FELIX-1686
Cleanup dependencies,FELIX-1685
Refactor to use core functionality in non-Maven contexts,FELIX-1684
The configuration in feature.xml setting can not survive after framework restart,FELIX-1683
The newly installed bundles for a feature should be uninstalled when feature install failed,FELIX-1682
Bundles of webconsole feature are not assembled into distribution packages,FELIX-1681
Bad URL in nested feature repository causes incomplete startup,FELIX-1680
VersionRange class should use finals to be thread safe.,FELIX-1679
Update sigil properties file format to reuse as much grammar as possible from bnd properties file format,FELIX-1678
Update sigil features to avoid need to install bndlib and apache.commons.lang as separate bundles in dropins dir,FELIX-1677
Sigil cache dir accretes previous build versions,FELIX-1676
karaf web demo README references old servicemix-client.jar,FELIX-1675
"typo in scr and webconsole - ""unsatisifed""",FELIX-1674
Tidy up cauldron references in runtime bundle plugin.xml,FELIX-1673
Create new help cheat sheets to demo apache sigil usage,FELIX-1672
[gogo] provide adaptor for existing felix commands,FELIX-1671
[gogo] launcher bundle not required,FELIX-1670
[BUILD-BREAK] aQute/lib/osgi/Builder.java is missing method replaceWitInstruction,FELIX-1669
Fix OSGi dependencies,FELIX-1668
Revise NOTICE and LICENSE files,FELIX-1667
Missing support for DS 1.1 specified lazy activation behavior,FELIX-1666
"Sigil resolver currently resolves each requirement separately, can short cut process by checking resolution context first for providers before going to repositories",FELIX-1665
Sigil resolver relies on ordering of several unordered data structures such as HashSet,FELIX-1664
Build path contains duplicate entry: 'org.apache.felix.sigil.common.core' for project 'org.apache.felix.sigil.ivy.resolver',FELIX-1663
find returns invalid level for bundles and find all returns strange listing,FELIX-1662
ps is not showing all the bundles,FELIX-1661
"karaf should not hardcode the ""system"" location of its maven-like repository",FELIX-1660
Sigil build fails due to api incompatibility in ivy 2.0.0.beta2 which has been published into spring repo?,FELIX-1659
Deadlocks caused by component activation and deactivation,FELIX-1658
Add option in fileinstall to start bundles transiently (START_TRANSIENT),FELIX-1657
new Shell command: shell:clear,FELIX-1656
Provide an additional argument to the Karaf admin:create command that specifies the featuresBoot,FELIX-1655
BND should WARN when the Bundle-Activator is not present in the current bundle,FELIX-1654
[Shell] The new sysprop command does not allow to delete a system property,FELIX-1653
Plugin localization is broken in ui bundle - repositories preferences page title set to %repositoriesPrefPage,FELIX-1652
Support * in servlet registrations,FELIX-1651
The Local bundle Repository does not support singleton bundle,FELIX-1650
Sigil repository preferences page is clunky,FELIX-1649
Removal of repository from config causes corrupted repository table,FELIX-1648
Removal of repository from config causes errors due to corrupted repository table,FELIX-1647
Add @Handler annotation to declare handlers without metadata.xml,FELIX-1646
add null and empty check for FeaturesServiceImpl.readValue(String val) ,FELIX-1645
Reintroduce button to update a single bundle,FELIX-1644
Improvements / Fixes for Karaf commands and their helps,FELIX-1643
osgi:shutdown just hang when use karaf-client.jar,FELIX-1642
Unable to connect to Karaf with ssh on Windows,FELIX-1641
Change default port number to 8080,FELIX-1640
"XML Entity references (eg, DTDs) in Spring files can fail the build",FELIX-1639
[karaf] The branding properties load can't find the external branding file,FELIX-1638
Support additional CSS references provided by plugins,FELIX-1637
Html footer and header are always added to the response for a servlet plugin,FELIX-1636
Find a way to improve handling optional imports in Karaf,FELIX-1635
Maven Bundle Plugin disables transitive dependencies,FELIX-1634
Change -snapshot by the build number in the generated OBR description,FELIX-1633
Remove reference to KXml from NOTICE and LICENSE and update OSGi copyright years,FELIX-1632
Implicit bootdelegation causes hang on android,FELIX-1631
Make WebConsole more independent,FELIX-1630
SCR Annotations with Constanst reference may cause NPE,FELIX-1629
Fileinstall should load configurations as soon as config admin is available,FELIX-1628
Add support for variable expansion in sigil.property values,FELIX-1627
Configuration loaded from the etc/ directory are only available after a delay,FELIX-1626
Refactor bundle cache to simplify management,FELIX-1625
Add a convenience start/stop script to start/stop karaf running in server mode,FELIX-1624
Configuration status tabs not correctly rendered in FireFox 3.5,FELIX-1623
NullPointerException,FELIX-1622
OBR fails to take bundles into account that are already available in the framework,FELIX-1621
Script for running the created Karaf instances with a console,FELIX-1620
Change the default auto-deploy actions to be install and start only,FELIX-1619
"in spring-dm feature, optional imports in spring-context won't get resolved",FELIX-1618
"Modify framework, main, shell, shell.tui, and obr to depend on official OSGi JAR files",FELIX-1617
Convert to Java 1.4 compliant code,FELIX-1616
FilterMapping/ServletMapping object to API,FELIX-1615
Exclusion of the springsource AOP bundle in the pom,FELIX-1614
[sigil] reformat code using fixed eclipse template,FELIX-1613
bldcommon should create classes under build/main-classes to avoid using same output directory as eclipse,FELIX-1612
-resource: @path-to-jar should only resolve path-to-jar if it exists,FELIX-1611
OBR repository update check is hard-coded at 7 days,FELIX-1610
project defaults not inherited properly,FELIX-1609
non-existent OBR repository is fatal,FELIX-1608
Enhance the Web Console Event Plugin,FELIX-1607
Enable sigil debug in builds via system property vs having to recompile Log class with highlight flag set to true,FELIX-1606
Add support for parsing {resource} style syntax for macro expansion in preprocessed files via BND,FELIX-1605
Improve logging for http bundles,FELIX-1604
Allow configuration dictionary complex values,FELIX-1603
Unable to configure boot features on admin:create-d instance,FELIX-1602
Can't run in m2eclipse 0.9.9,FELIX-1601
ServiceReference.isAssignableTo() always returns true if requesting bundle has no wire,FELIX-1600
Validate TabWorld license,FELIX-1599
"Sigil features appear under uncategorized vs ""sigil-core"" in update site",FELIX-1598
Sigil features files and update site are hard coded to release 0.9.0.SNAPSHOT,FELIX-1597
Sigil bldcommon/common.xml expects all sigil project to have src directory,FELIX-1596
Allow cache directory of sigil build to be specified via system property,FELIX-1595
include blueprint bundle in karaf kit system folder,FELIX-1594
Got an exception when restarting FileInstall bundle,FELIX-1593
Unsynchronized access to WeakHashMap in ModelElementSupport can lead to 100% cpu in multi threaded environments,FELIX-1592
FIleInstall should have an optional / dynamic import on org.osgi.service.cm instead of exporting it,FELIX-1591
Add debug level trace to ant build to log sigil resolver progress,FELIX-1590
Now that felix 2.0.0 is released should depend on public artifacts for org.osgi.framework.launch api vs local m2 repository,FELIX-1589
Potential NPE in access to ISigilProject.getBundle().anyMethod() due to lack of synchronization around getBundle/setBundle,FELIX-1588
Setup server side build of sigil to publish artifacts,FELIX-1587
Framework reports org.osgi.framework.version as 1.3,FELIX-1586
"BundleException: Bundle xy cannot be started, since it is either starting or stopping. (on bundle update via FileInstall)",FELIX-1585
NPE in SigilResolver,FELIX-1584
Break out ldap and version range classes from common core to allow for reuse in standalone scenarios,FELIX-1583
[gogo] the commands bundle include a class from the blueprint api (ReifiedType) which would be better located in a org.osgi.service.blueprint.converter private package,FELIX-1582
"Bundle#update, Bundle#uninstall and Bundle#stop should wait for a (configurable) timeout before throwing an exception if the bundle is starting or stopping",FELIX-1581
Regression with native library handling,FELIX-1580
iPOJO Web Console Plugin 1.4.2 does not work as expected,FELIX-1579
FileInstall issue when updating already installed bundles at startup time,FELIX-1578
Compile problems in framework.security,FELIX-1577
The features service should do a PackageAdmin.refresh() after uninstalling a feature,FELIX-1576
The JMX connector can not be registered because of a clash in the name in the RMI registry,FELIX-1575
Some Karaf instances never reach the 'started' state,FELIX-1574
Occasional NPE in URLHandlersBundleStreamHandler,FELIX-1573
"File Install running in an infinite loop while watching multiple directories, once of which is itself",FELIX-1572
"Bundle-ClassPath without ""."" while using maven-bundle-plugin in a war project confuses the plugin",FELIX-1571
Inherited methods are ignored when searching for bind/unbind methods,FELIX-1570
Remove deprecated Render interface,FELIX-1569
Goal to transform a maven version into an OSGi version,FELIX-1568
"When dropping an empty xml file (i.e. just an empty file with an xml extension) in the deploy folder, errors are printed to the console",FELIX-1567
Possible NPE when uninstalling a feature,FELIX-1566
Deadlock UrlHandlers,FELIX-1565
Authentication failed when using admin:connect to connect to a newly created instance,FELIX-1564
Felix latest bundle repository cannot be started for some reason,FELIX-1563
Service hangs when felix bundle repository cannot find the runtime packages,FELIX-1562
[Shell] Add a command to display and modify system properties with the Felix Shell,FELIX-1561
[Shell] Allow to disable Felix Shell default commands,FELIX-1560
Felix hang if a runtime package is not available,FELIX-1559
use com.sun.* instead of com.sun.management* for boot delegation,FELIX-1558
Cosmetic change of the Bundle-Name and Bundle-SymbolicName in iPOJO annotations.,FELIX-1557
Bundle.getResource/s is not able to find resources if the package is not alraedy wired when I use DynamicImport-Package: *,FELIX-1556
The osgi:list command should print spring-dm bundle state if spring-dm has been deployed,FELIX-1555
fileinstall should not export org.apache.felix.fileinstall and org.apache.felix.fileinstall.utils packages,FELIX-1554
fileinstall bundle should have an optional import on org.osgi.service.log instead of exporting it,FELIX-1553
Add support for blueprint and spring-dm declarations to import the discovered packages,FELIX-1552
Start level service must synchronously persist bundle start level changes,FELIX-1551
admin:destroy,FELIX-1550
admin:list,FELIX-1549
admin:create,FELIX-1548
OS shell level admin commands for Karaf,FELIX-1547
DM/Temporal Dependency/Bound Service Replacement features,FELIX-1546
Configurations may still be delivered more than once (or not at all),FELIX-1545
Remove org.osgi.service.cm from configadmin project as soon as R4.2 compendium library is available from the Maven Repository,FELIX-1543
Configuration may be supplied twice in certain situations,FELIX-1542
Include latest CM 1.3 (Compendium R 4.2) package export,FELIX-1541
"[FileInstall] When removing/re-adding a bundle, all the dependent bundles don't start anymore",FELIX-1540
generated-classes not included in bundle,FELIX-1539
Exporter can load classes from importer,FELIX-1538
File Install should support XML property files,FELIX-1537
[gogo] The ThreadIO implementation should use inheritable thread locals in case a command spawns a thread,FELIX-1536
Permission is checked against the using bundle instead of the access control context (call stack),FELIX-1535
Improve fragment merging,FELIX-1534
Potential deadlock when stopping the underlying OSGi framework,FELIX-1533
Be able to set the iPOJO Log Level from BND,FELIX-1532
Mandatory directive is ignored on the Export-Package when it comes to resolve the bundles,FELIX-1531
Extend the SCR introspection API to reflect the new DS 1.1 features,FELIX-1530
The console does not work anymore when connecting to another karaf instance,FELIX-1529
[karaf] Use a defined location for storing the list of managed instances create by the admin service,FELIX-1528
R4.2 spec errata now specifies uninstalling a bundle must transition through INSTALLED on its way to UNINSTALLED,FELIX-1527
[gogo] rename <> operators to (),FELIX-1526
" JDBCLock outputs messages to stderr and stdout rather than to a log file.",FELIX-1525
Implement a better tac command,FELIX-1524
Fix Karaf version to 0.9.0-SNAPSHOT as next release will be 1.0.0,FELIX-1523
Add an eval command / keyword,FELIX-1522
[gogo] ANTLR grammar for gogo,FELIX-1521
[gogo] <> evaluates the command too many times ,FELIX-1520
Karaf Failover does not work with PostgreSQL and Oracle,FELIX-1519
iPOJO manipulator is really slow even when annotation are ignored,FELIX-1518
Manually deleting an instance breaks admin:list,FELIX-1517
Child instances use stuff from the /etc directory in the root,FELIX-1516
Entering an illegal command has an unusual effect,FELIX-1515
"[karaf] When the features listed in featuresBoot are installed, it stops on the first failure and does not log anything",FELIX-1514
[karaf] Use gogo to bootstrap karaf and install initial bundles instead of the config files,FELIX-1513
Intermittent build failures after adding m2 repository.xml to build due to sha1 check sums?,FELIX-1512
Karaf integration tests fail in gshell core,FELIX-1511
There is no command to set the initial bundle start level,FELIX-1510
Remove dependency on org.eclipse.equinox.common bundle from org.apache.felix.common.core bundle,FELIX-1509
Configuration.update() must not send CM_UPDATED event,FELIX-1508
Prevent update failure in case of multiple updates/deletes,FELIX-1507
[gogo] can't call methods in Class class,FELIX-1506
[gogo] TestParser contains some unnecessary use of <>,FELIX-1505
ComponentInstance implementation is reused accross reactivations,FELIX-1504
Component Factory instances are not let gone after dispose,FELIX-1503
"Importing, exporting and including (private-package) a package in a bundle confuses sigil resolver",FELIX-1502
Using a macro in Bundle-Version with the manifest goal causes garbage in the Export-Package and Private-Package headers.,FELIX-1501
[gogo] Change | and ; priority,FELIX-1500
BldProject should expand java system properties as well as environment properties,FELIX-1499
"After parameter evaluation, the result should be splitted again into tokens before executing the command line",FELIX-1498
iPOJO Web Console plugin NPE when the service reference list is null,FELIX-1497
NPE in WorkspaceRepository if sigil.properties file is malformed,FELIX-1496
[gogo] Closure arguments should start at $1,FELIX-1494
[gogo] automatic expansion of $args in Closure stops direct access to $args list,FELIX-1493
Add option to exclude optional dependencies during OBR deploy,FELIX-1492
OBR repository should not attempt to cache local file repositories,FELIX-1491
Remove dependency on import org.eclipse.pde.internal.ui.parts.FormEntry and associated classes,FELIX-1490
New Configurations must still be delivered to ManagedService,FELIX-1489
Configuration binding is broken,FELIX-1488
Support for commands on multiple lines,FELIX-1487
Multiple PIDs must be supported,FELIX-1486
Admin commands support in Karaf webconsole,FELIX-1485
Dynamically bound configuration must be reset to null after target bundle is uninstalled.,FELIX-1484
Fileinstall should support exploded artifacts,FELIX-1483
"Support for ""stopping"" watched bundles",FELIX-1482
"When performing variable substitution, fileinstall throws an exception if there is a start or stop delimiter without the other one",FELIX-1481
Karaf displays invalid warnings for normal configuration files,FELIX-1480
Security errors accessing configurations in the file system,FELIX-1479
Add shutdown hook to launcher to cleanly shutdown the framework if the process is killed,FELIX-1478
ConfigAdmin implementation is not thread-safe,FELIX-1477
Allow system property substitution while loading configurations from files,FELIX-1476
Add a file filter for a given watched directory,FELIX-1475
[gogo] result of commands is implicitly written to pipe,FELIX-1474
[gogo] The syntax does not provide a way to call methods on a string,FELIX-1473
Better handling of configurations from the deployer and feature service,FELIX-1472
Use () for command grouping and $() for execution instead of <>,FELIX-1471
Karaf generates an exception when starting,FELIX-1470
Add svn:ignore property to a few Karaf projects,FELIX-1469
wrapper:install and admin:create prints old ansi output that need to be converted to real ansi ,FELIX-1468
Add Karaf to top-level build files,FELIX-1467
org.apache.felix.karaf.features.FeaturesServiceTest fails,FELIX-1466
Make symbolic names of Karaf webconsole bundles consistent with other bundles,FELIX-1465
issue when using a negation in ldap service dependency filter,FELIX-1464
Switch to Felix Fileinstall instead of our own file deployer,FELIX-1463
Felix framework launcher should only use standard launching API,FELIX-1462
Corrupted repository.xml when maven is run in parallel,FELIX-1461
Can't view installed but unresolved bundle details page,FELIX-1460
bin/karaf may fail to start when CDPATH is set (on POSIX shells),FELIX-1459
'servicemix server' and servicemix client' not working properly on windows,FELIX-1458
Externalize and refactory management layer for FeatureService to be more scalable and more consistent with the OSGi management (using open mbeans),FELIX-1457
Contribution: Extended and improved HttpService,FELIX-1456
OSGi Storage is hardcoded to be data/cache,FELIX-1455
install --help throws exception,FELIX-1454
BundleArchive.createRevisionFromLocation may throw NullPointerException,FELIX-1453
SWTException: Widget is disposed on preferences update,FELIX-1452
Create unit tests to assert sigil generates correct manifest headers for various input files,FELIX-1451
Karaf branding and plugins for Felix webconsole,FELIX-1450
Tab completion doesn't work on Windows,FELIX-1449
"Combining require bundle with import package fails due to BND validation that all imports are provided, when some packages would be provided by required bundles",FELIX-1448
Remove ComponentMetadata parameter from AbstractComponentManager.log method signature,FELIX-1447
Framework launcher should automatically deploy bundles in bundle directory,FELIX-1446
"When a component is deactivated due to the deactivation of a service to which it staticly 1..1 references, this component is not reactivated when that service is reregistered.",FELIX-1445
Build ivy plugin via sigil vs bnd,FELIX-1444
Unify Method lookup,FELIX-1443
"IOException ""Failed to create obr cache dir"" if obr index does not exist but directory does",FELIX-1442
Search manifest entries of bundles,FELIX-1441
"Abort method (binder, activator) method search on non-accessible suitable methods",FELIX-1440
maven-bundle-plugin resource filtering does not substitute project.organization.*,FELIX-1439
NPE in SigilRepositoryManager in case of invalid repository config,FELIX-1438
DS 1.1 signatures for activators and bind methods only available for declaration with new namespace,FELIX-1437
Descriptors with duplicate implementation and/or service elements are invalid,FELIX-1436
Resolver does not always resolve a dynamic import to a fragment export,FELIX-1435
Include service tracker in bundle instead of importing it,FELIX-1434
java.lang.NumberFormatException in Bundle-Version (org.osgi.framework.Version) due to trailing whitespace,FELIX-1433
Manifest parser doesn't return import package declarations in order of manifest,FELIX-1432
Add a web console plugin to have access to the gogo shell,FELIX-1431
Notification mechanism on bind/unbind events,FELIX-1430
Instance Injection,FELIX-1429
Constructor injection of Configuration properties,FELIX-1428
Service injection with Smart Proxies,FELIX-1427
Service injection with Dynamic Proxies,FELIX-1426
Service Proxy Mode,FELIX-1425
Constructor Injection,FELIX-1424
karaf fails to start in cygwin bash,FELIX-1423
Resolver does not always discard partial results when a cyclically dependency fails,FELIX-1422
Filter bundles within OBR lacks support for capabilities/services,FELIX-1421
An exception is generated when a feature is unregistered,FELIX-1420
Add support for nested/inner classes in SCR Plugins (QDox+Annotations),FELIX-1419
Set up sigil-defaults.properties for sigil projects to make management of import ranges easier,FELIX-1418
Create features files to install sigil plugins,FELIX-1417
Wrong factory configuration behaviour,FELIX-1416
"""Reload"" button in webconsole bundles list doesn't work",FELIX-1415
Service ranking is only obeyed on first component activation,FELIX-1414
Newly registered services must not immediately bound for static references,FELIX-1413
'karaf server' and 'karaf client' not working properly on windows,FELIX-1412
Issue on windows to find components inside bundle,FELIX-1411
karaf shell script may fail to start when CDPATH is set (on POSIX shells),FELIX-1410
Support for sigil to work with scala in eclipse,FELIX-1409
[gogo] coercion of args to match varargs method is inconsistent,FELIX-1408
Support resolve=compile flag on -requires as well as imports,FELIX-1407
eclipse code format template does not match existing code,FELIX-1406
[gogo] command not found ignored in pipelines,FELIX-1405
Use provided classes from OSGi R4.2 companion code,FELIX-1404
[gogo] IO redirection does not work for nested executions,FELIX-1403
Create eclipse update site from ivy build,FELIX-1402
Manifest localization with fragments not handled correctly,FELIX-1401
bootdelegation and dynamic-import-packages are accepting invalid patterns,FELIX-1400
compendium has a required dependency on javax.servlet,FELIX-1399
Class.forName issue with XMLParserActivator,FELIX-1398
"Required execution environment verification should happen at resolve time, not install time",FELIX-1397
"Convert sigil build files to reference org.apache artifacts vs org.cauldron, i.e. move towards self hosting",FELIX-1396
Failure to resolve required bundle when available version has qualifier,FELIX-1395
AbstractOBRBundleRepository throws a FileNotFoundException if parent directory of obr cache does not exist,FELIX-1394
Auto install ivy and sigil from bldcommon,FELIX-1393
sigil-ivy-plugin reports an error when trying to resolve nested bundles that are declared in Bundle-Classpath but are missing from jar,FELIX-1392
Unable to create new ConfigAdmin PID through karaf console,FELIX-1391
Build error in eclipse when dependent sigil project has extra library bundles on classpath,FELIX-1390
Main div is not closed,FELIX-1389
sigil-repositories.properties project;pattern is a space separated list vs comma sep,FELIX-1388
FileInstall unnenessarily computes length of files,FELIX-1387
Updating fileinstall bundle in watched directory causes IllegalsStateException,FELIX-1386
Add preference to eclipse ui to set comment on sigil.properties file,FELIX-1385
Improve performance of eclipse startup by using more efficient unpack algorithm for jars with nested internal Bundle-Classpath,FELIX-1384
sigil.properties -defaults should support variable expansion to allow it to be overriden,FELIX-1383
"FileInstall attempts to uninstall ""System Bundle""",FELIX-1382
Eclipse classpath container should sort sub elements to make it easier for developers to navigate,FELIX-1381
AbstractBundleRepository does not trim white space from bundle classpath entries,FELIX-1380
AbstractBundleRepository does not read fragment-host headers from Manifest,FELIX-1379
Optional branding does not work in new gogo console,FELIX-1378
fileinstall tries to process files which are not fully copied yet ,FELIX-1377
Bundle repository conflict with artifacts when deploying,FELIX-1376
[Karaf] There's no 'help' command,FELIX-1375
Eclipse classpath container should honour fragment attachment rules when setting up accessibility rules,FELIX-1374
featuresBoot in etc/org.apache.felix.karaf.featues no longer works,FELIX-1373
sigil OBR repository should support HTTP authentication,FELIX-1372
Automatic parent class loader delegation does not correctly filter calls to Bundle.loadClass(),FELIX-1371
Sometimes the configuration for org.apache.felix.webconsole.internal.servlet.OsgiManager is ignored,FELIX-1370
The features webconsole plugin no longer works,FELIX-1369
Set up ivy build to build sigil,FELIX-1368
Convert sigil projects in eclipse to sigil projects vs PDE projects,FELIX-1367
Bundle classpath should verify that internal bundle classpath elements actually exist inside bundle before adding them to eclipse classpath,FELIX-1366
Sigil resolver should honour mandatory flag on package exports,FELIX-1365
Provide user feedback when obr index download is triggered by import package quick fix,FELIX-1364
Stack overflow on Java 2 Security evaluation of getLocation() in WebSphere ,FELIX-1363
Command install feature does not work anymore in apache felix karaf since gogo switch,FELIX-1362
Issue with import/export version of the package : org.osgi.util.tracker in Apache Felix Karaf,FELIX-1361
Improve native library matching algorithm (part 2),FELIX-1360
sigil-ivy-plugin.jar should export ant tasks via properties file vs expecting user to track classes that implement tasks,FELIX-1359
Create gogo cli for sigil junit integration,FELIX-1358
